path,class,risk,invariant,n_distinct,n_present,val_glider,val_ultralight,val_ga_single,val_jet,val_electric
"_blad/0/_geo_xyz/4,5,0",FLIGHT,,False,4,4,,0.500000000,0.659999967,0.019999949,1.303076148
"_blad/0/_geo_xyz/4,5,1",FLIGHT,,False,4,4,,0.090669863,-0.120677017,0.000189394,0.106859870
"_blad/0/_geo_xyz/4,5,2",FLIGHT,,False,4,4,,0.041042939,0.190175325,0.004166667,0.831278086
"_blad/0/_geo_xyz/4,6,0",FLIGHT,,False,4,4,,0.500000000,0.659999967,0.020000000,1.303076148
"_blad/0/_geo_xyz/4,6,1",FLIGHT,,False,4,4,,0.151479959,-0.193582058,0.000000000,0.291779578
"_blad/0/_geo_xyz/4,6,2",FLIGHT,,False,4,4,,0.081041820,0.276463777,0.006250001,1.215349197
"_blad/0/_geo_xyz/4,7,0",FLIGHT,,False,4,4,,0.500000000,0.659999967,0.020000000,1.303076148
"_blad/0/_geo_xyz/4,7,1",FLIGHT,,False,4,4,,0.151479959,-0.193582058,0.000000000,0.291779578
"_blad/0/_geo_xyz/4,7,2",FLIGHT,,False,4,4,,0.081041820,0.276463777,0.006250001,1.215349197
"_blad/0/_geo_xyz/4,8,0",FLIGHT,,False,4,4,,0.500000000,0.659999967,0.020000050,1.303076148
"_blad/0/_geo_xyz/4,8,1",FLIGHT,,False,4,4,,0.107187517,-0.137432396,-0.000189394,0.223574594
"_blad/0/_geo_xyz/4,8,2",FLIGHT,,False,4,4,,0.024476916,0.178443074,0.004166667,0.803257346
"_blad/0/_geo_xyz/4,9,0",FLIGHT,,False,4,4,,0.500000000,0.659999967,0.020000109,1.303076148
"_blad/0/_geo_xyz/4,9,1",FLIGHT,,False,4,4,,0.059558608,-0.070052803,-0.000416667,0.153021753
"_blad/0/_geo_xyz/4,9,2",FLIGHT,,False,4,4,,-0.036348924,0.060818203,0.001666667,0.376979619
"_blad/0/_geo_xyz/5,0,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999999,1.954614162
"_blad/0/_geo_xyz/5,0,1",FLIGHT,,False,4,4,,-0.043992609,0.060942505,0.000000000,-0.089891270
"_blad/0/_geo_xyz/5,0,2",FLIGHT,,False,4,4,,-0.157606065,-0.087034903,-0.002083333,-0.374424040
"_blad/0/_geo_xyz/5,1,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999927,1.954614162
"_blad/0/_geo_xyz/5,1,1",FLIGHT,,False,4,4,,-0.052633941,0.060592197,0.000166667,-0.168473691
"_blad/0/_geo_xyz/5,1,2",FLIGHT,,False,4,4,,-0.139158323,-0.071715318,-0.001833333,-0.313961715
"_blad/0/_geo_xyz/5,10,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000182,1.954614162
"_blad/0/_geo_xyz/5,10,1",FLIGHT,,False,4,4,,0.028390646,-0.017406980,-0.000416667,0.105542459
"_blad/0/_geo_xyz/5,10,2",FLIGHT,,False,4,4,,-0.099620029,-0.012188501,0.000000000,0.024364881
"_blad/0/_geo_xyz/5,11,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000145,1.954614162
"_blad/0/_geo_xyz/5,11,1",FLIGHT,,False,4,4,,-0.001503341,0.022639919,-0.000333333,0.013997637
"_blad/0/_geo_xyz/5,11,2",FLIGHT,,False,4,4,,-0.141769886,-0.061971746,-0.001250000,-0.291845441
"_blad/0/_geo_xyz/5,12,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000072,1.954614162
"_blad/0/_geo_xyz/5,12,1",FLIGHT,,False,4,4,,-0.025395611,0.046666615,-0.000166667,-0.043643650
"_blad/0/_geo_xyz/5,12,2",FLIGHT,,False,4,4,,-0.157192960,-0.081466116,-0.001833333,-0.361560881
"_blad/0/_geo_xyz/5,13,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999999,1.954614162
"_blad/0/_geo_xyz/5,13,1",FLIGHT,,False,4,4,,-0.043992609,0.060942505,0.000000000,-0.089891270
"_blad/0/_geo_xyz/5,13,2",FLIGHT,,False,4,4,,-0.157606065,-0.087034903,-0.002083333,-0.374424040
"_blad/0/_geo_xyz/5,14,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,14,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,14,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,15,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,15,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,15,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,16,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,16,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,16,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,17,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,17,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,17,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/5,2,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999854,1.954614162
"_blad/0/_geo_xyz/5,2,1",FLIGHT,,False,4,4,,-0.051479734,0.050491091,0.000333333,-0.220832080
"_blad/0/_geo_xyz/5,2,2",FLIGHT,,False,4,4,,-0.109103084,-0.042470142,-0.001250000,-0.185295552
"_blad/0/_geo_xyz/5,3,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999817,1.954614162
"_blad/0/_geo_xyz/5,3,1",FLIGHT,,False,4,4,,-0.030004887,0.017406980,0.000416667,-0.203729525
"_blad/0/_geo_xyz/5,3,2",FLIGHT,,False,4,4,,-0.066019051,0.012188501,0.000000000,0.047738962
"_blad/0/_geo_xyz/5,4,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999817,1.954614162
"_blad/0/_geo_xyz/5,4,1",FLIGHT,,False,4,4,,0.012543300,-0.031347021,0.000416667,-0.085267641
"_blad/0/_geo_xyz/5,4,2",FLIGHT,,False,4,4,,-0.011319019,0.081816420,0.001666667,0.387922436
"_blad/0/_geo_xyz/5,5,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999917,1.954614162
"_blad/0/_geo_xyz/5,5,1",FLIGHT,,False,4,4,,0.074492931,-0.113972746,0.000189394,0.098378606
"_blad/0/_geo_xyz/5,5,2",FLIGHT,,False,4,4,,0.050657950,0.179610029,0.004166667,0.768391430
"_blad/0/_geo_xyz/5,6,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999999,1.954614162
"_blad/0/_geo_xyz/5,6,1",FLIGHT,,False,4,4,,0.131977826,-0.182827532,0.000000000,0.269673795
"_blad/0/_geo_xyz/5,6,2",FLIGHT,,False,4,4,,0.108168207,0.261104733,0.006250001,1.123272061
"_blad/0/_geo_xyz/5,7,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999999,1.954614162
"_blad/0/_geo_xyz/5,7,1",FLIGHT,,False,4,4,,0.131977826,-0.182827532,0.000000000,0.269673795
"_blad/0/_geo_xyz/5,7,2",FLIGHT,,False,4,4,,0.108168207,0.261104733,0.006250001,1.123272061
"_blad/0/_geo_xyz/5,8,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000081,1.954614162
"_blad/0/_geo_xyz/5,8,1",FLIGHT,,False,4,4,,0.096760765,-0.129797280,-0.000189394,0.205644682
"_blad/0/_geo_xyz/5,8,2",FLIGHT,,False,4,4,,0.035914309,0.168529585,0.004166667,0.742639124
"_blad/0/_geo_xyz/5,9,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000182,1.954614162
"_blad/0/_geo_xyz/5,9,1",FLIGHT,,False,4,4,,0.058342047,-0.066160984,-0.000416667,0.138309345
"_blad/0/_geo_xyz/5,9,2",FLIGHT,,False,4,4,,-0.042908333,0.057439417,0.001666667,0.342351794
"_blad/0/_geo_xyz/6,0,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999999,1.954614162
"_blad/0/_geo_xyz/6,0,1",FLIGHT,,False,4,4,,-0.043992609,0.060942505,0.000000000,-0.089891270
"_blad/0/_geo_xyz/6,0,2",FLIGHT,,False,4,4,,-0.157606065,-0.087034903,-0.002083333,-0.374424040
"_blad/0/_geo_xyz/6,1,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999927,1.954614162
"_blad/0/_geo_xyz/6,1,1",FLIGHT,,False,4,4,,-0.052633941,0.060592197,0.000166667,-0.168473691
"_blad/0/_geo_xyz/6,1,2",FLIGHT,,False,4,4,,-0.139158323,-0.071715318,-0.001833333,-0.313961715
"_blad/0/_geo_xyz/6,10,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000182,1.954614162
"_blad/0/_geo_xyz/6,10,1",FLIGHT,,False,4,4,,0.028390646,-0.017406980,-0.000416667,0.105542459
"_blad/0/_geo_xyz/6,10,2",FLIGHT,,False,4,4,,-0.099620029,-0.012188501,0.000000000,0.024364881
"_blad/0/_geo_xyz/6,11,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000145,1.954614162
"_blad/0/_geo_xyz/6,11,1",FLIGHT,,False,4,4,,-0.001503341,0.022639919,-0.000333333,0.013997637
"_blad/0/_geo_xyz/6,11,2",FLIGHT,,False,4,4,,-0.141769886,-0.061971746,-0.001250000,-0.291845441
"_blad/0/_geo_xyz/6,12,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000072,1.954614162
"_blad/0/_geo_xyz/6,12,1",FLIGHT,,False,4,4,,-0.025395611,0.046666615,-0.000166667,-0.043643650
"_blad/0/_geo_xyz/6,12,2",FLIGHT,,False,4,4,,-0.157192960,-0.081466116,-0.001833333,-0.361560881
"_blad/0/_geo_xyz/6,13,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999999,1.954614162
"_blad/0/_geo_xyz/6,13,1",FLIGHT,,False,4,4,,-0.043992609,0.060942505,0.000000000,-0.089891270
"_blad/0/_geo_xyz/6,13,2",FLIGHT,,False,4,4,,-0.157606065,-0.087034903,-0.002083333,-0.374424040
"_blad/0/_geo_xyz/6,14,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,14,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,14,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,15,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,15,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,15,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,16,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,16,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,16,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,17,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,17,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,17,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/6,2,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999854,1.954614162
"_blad/0/_geo_xyz/6,2,1",FLIGHT,,False,4,4,,-0.051479734,0.050491091,0.000333333,-0.220832080
"_blad/0/_geo_xyz/6,2,2",FLIGHT,,False,4,4,,-0.109103084,-0.042470142,-0.001250000,-0.185295552
"_blad/0/_geo_xyz/6,3,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999817,1.954614162
"_blad/0/_geo_xyz/6,3,1",FLIGHT,,False,4,4,,-0.030004887,0.017406980,0.000416667,-0.203729525
"_blad/0/_geo_xyz/6,3,2",FLIGHT,,False,4,4,,-0.066019051,0.012188501,0.000000000,0.047738962
"_blad/0/_geo_xyz/6,4,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999817,1.954614162
"_blad/0/_geo_xyz/6,4,1",FLIGHT,,False,4,4,,0.012543300,-0.031347021,0.000416667,-0.085267641
"_blad/0/_geo_xyz/6,4,2",FLIGHT,,False,4,4,,-0.011319019,0.081816420,0.001666667,0.387922436
"_blad/0/_geo_xyz/6,5,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999917,1.954614162
"_blad/0/_geo_xyz/6,5,1",FLIGHT,,False,4,4,,0.074492931,-0.113972746,0.000189394,0.098378606
"_blad/0/_geo_xyz/6,5,2",FLIGHT,,False,4,4,,0.050657950,0.179610029,0.004166667,0.768391430
"_blad/0/_geo_xyz/6,6,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999999,1.954614162
"_blad/0/_geo_xyz/6,6,1",FLIGHT,,False,4,4,,0.131977826,-0.182827532,0.000000000,0.269673795
"_blad/0/_geo_xyz/6,6,2",FLIGHT,,False,4,4,,0.108168207,0.261104733,0.006250001,1.123272061
"_blad/0/_geo_xyz/6,7,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.029999999,1.954614162
"_blad/0/_geo_xyz/6,7,1",FLIGHT,,False,4,4,,0.131977826,-0.182827532,0.000000000,0.269673795
"_blad/0/_geo_xyz/6,7,2",FLIGHT,,False,4,4,,0.108168207,0.261104733,0.006250001,1.123272061
"_blad/0/_geo_xyz/6,8,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000081,1.954614162
"_blad/0/_geo_xyz/6,8,1",FLIGHT,,False,4,4,,0.096760765,-0.129797280,-0.000189394,0.205644682
"_blad/0/_geo_xyz/6,8,2",FLIGHT,,False,4,4,,0.035914309,0.168529585,0.004166667,0.742639124
"_blad/0/_geo_xyz/6,9,0",FLIGHT,,False,4,4,,0.750000000,0.989999950,0.030000182,1.954614162
"_blad/0/_geo_xyz/6,9,1",FLIGHT,,False,4,4,,0.058342047,-0.066160984,-0.000416667,0.138309345
"_blad/0/_geo_xyz/6,9,2",FLIGHT,,False,4,4,,-0.042908333,0.057439417,0.001666667,0.342351794
"_blad/0/_geo_xyz/7,0,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999999,2.606152296
"_blad/0/_geo_xyz/7,0,1",FLIGHT,,False,4,4,,-0.039597452,0.054001708,0.000000000,-0.078991935
"_blad/0/_geo_xyz/7,0,2",FLIGHT,,False,4,4,,-0.186935693,-0.084165409,-0.002083333,-0.343710154
"_blad/0/_geo_xyz/7,1,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999899,2.606152296
"_blad/0/_geo_xyz/7,1,1",FLIGHT,,False,4,4,,-0.051314987,0.054254733,0.000166667,-0.154236585
"_blad/0/_geo_xyz/7,1,2",FLIGHT,,False,4,4,,-0.168056384,-0.069745421,-0.001833333,-0.289695352
"_blad/0/_geo_xyz/7,10,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000252,2.606152296
"_blad/0/_geo_xyz/7,10,1",FLIGHT,,False,4,4,,0.032915480,-0.016833082,-0.000416667,0.096117683
"_blad/0/_geo_xyz/7,10,2",FLIGHT,,False,4,4,,-0.113797344,-0.010800342,0.000000000,0.029879589
"_blad/0/_geo_xyz/7,11,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000204,2.606152296
"_blad/0/_geo_xyz/7,11,1",FLIGHT,,False,4,4,,0.005133638,0.018934559,-0.000333333,0.013842911
"_blad/0/_geo_xyz/7,11,2",FLIGHT,,False,4,4,,-0.164014935,-0.059139520,-0.001250000,-0.274848759
"_blad/0/_geo_xyz/7,12,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000100,2.606152296
"_blad/0/_geo_xyz/7,12,1",FLIGHT,,False,4,4,,-0.019303493,0.040788271,-0.000166667,-0.036444586
"_blad/0/_geo_xyz/7,12,2",FLIGHT,,False,4,4,,-0.183870941,-0.078385696,-0.001833333,-0.332876652
"_blad/0/_geo_xyz/7,13,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999999,2.606152296
"_blad/0/_geo_xyz/7,13,1",FLIGHT,,False,4,4,,-0.039597452,0.054001708,0.000000000,-0.078991935
"_blad/0/_geo_xyz/7,13,2",FLIGHT,,False,4,4,,-0.186935693,-0.084165409,-0.002083333,-0.343710154
"_blad/0/_geo_xyz/7,14,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,14,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,14,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,15,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,15,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,15,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,16,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,16,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,16,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,17,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,17,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,17,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/7,2,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999794,2.606152296
"_blad/0/_geo_xyz/7,2,1",FLIGHT,,False,4,4,,-0.054185018,0.045867492,0.000333333,-0.203186557
"_blad/0/_geo_xyz/7,2,2",FLIGHT,,False,4,4,,-0.135088027,-0.041858971,-0.001250000,-0.178157106
"_blad/0/_geo_xyz/7,3,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999746,2.606152296
"_blad/0/_geo_xyz/7,3,1",FLIGHT,,False,4,4,,-0.036471508,0.016833082,0.000416667,-0.191328287
"_blad/0/_geo_xyz/7,3,2",FLIGHT,,False,4,4,,-0.084046118,0.010800342,0.000000000,0.031088963
"_blad/0/_geo_xyz/7,4,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999746,2.606152296
"_blad/0/_geo_xyz/7,4,1",FLIGHT,,False,4,4,,0.002035517,-0.026368286,0.000416667,-0.084143654
"_blad/0/_geo_xyz/7,4,2",FLIGHT,,False,4,4,,-0.017561592,0.078132667,0.001666667,0.350707173
"_blad/0/_geo_xyz/7,5,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999884,2.606152296
"_blad/0/_geo_xyz/7,5,1",FLIGHT,,False,4,4,,0.063065000,-0.100352012,0.000189394,0.082907878
"_blad/0/_geo_xyz/7,5,2",FLIGHT,,False,4,4,,0.061489999,0.173240066,0.004166667,0.704674363
"_blad/0/_geo_xyz/7,6,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999999,2.606152296
"_blad/0/_geo_xyz/7,6,1",FLIGHT,,False,4,4,,0.118792355,-0.162005126,0.000000000,0.236975804
"_blad/0/_geo_xyz/7,6,2",FLIGHT,,False,4,4,,0.133673772,0.252496243,0.006250001,1.031130433
"_blad/0/_geo_xyz/7,7,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999999,2.606152296
"_blad/0/_geo_xyz/7,7,1",FLIGHT,,False,4,4,,0.118792355,-0.162005126,0.000000000,0.236975804
"_blad/0/_geo_xyz/7,7,2",FLIGHT,,False,4,4,,0.133673772,0.252496243,0.006250001,1.031130433
"_blad/0/_geo_xyz/7,8,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000115,2.606152296
"_blad/0/_geo_xyz/7,8,1",FLIGHT,,False,4,4,,0.090484612,-0.115654819,-0.000189394,0.180829525
"_blad/0/_geo_xyz/7,8,2",FLIGHT,,False,4,4,,0.047943980,0.163421571,0.004166667,0.682169914
"_blad/0/_geo_xyz/7,9,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000252,2.606152296
"_blad/0/_geo_xyz/7,9,1",FLIGHT,,False,4,4,,0.059162211,-0.060034450,-0.000416667,0.120817691
"_blad/0/_geo_xyz/7,9,2",FLIGHT,,False,4,4,,-0.046915688,0.056531984,0.001666667,0.309184045
"_blad/0/_geo_xyz/8,0,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999999,2.606152296
"_blad/0/_geo_xyz/8,0,1",FLIGHT,,False,4,4,,-0.039597452,0.054001708,0.000000000,-0.078991935
"_blad/0/_geo_xyz/8,0,2",FLIGHT,,False,4,4,,-0.186935693,-0.084165409,-0.002083333,-0.343710154
"_blad/0/_geo_xyz/8,1,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999899,2.606152296
"_blad/0/_geo_xyz/8,1,1",FLIGHT,,False,4,4,,-0.051314987,0.054254733,0.000166667,-0.154236585
"_blad/0/_geo_xyz/8,1,2",FLIGHT,,False,4,4,,-0.168056384,-0.069745421,-0.001833333,-0.289695352
"_blad/0/_geo_xyz/8,10,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000252,2.606152296
"_blad/0/_geo_xyz/8,10,1",FLIGHT,,False,4,4,,0.032915480,-0.016833082,-0.000416667,0.096117683
"_blad/0/_geo_xyz/8,10,2",FLIGHT,,False,4,4,,-0.113797344,-0.010800342,0.000000000,0.029879589
"_blad/0/_geo_xyz/8,11,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000204,2.606152296
"_blad/0/_geo_xyz/8,11,1",FLIGHT,,False,4,4,,0.005133638,0.018934559,-0.000333333,0.013842911
"_blad/0/_geo_xyz/8,11,2",FLIGHT,,False,4,4,,-0.164014935,-0.059139520,-0.001250000,-0.274848759
"_blad/0/_geo_xyz/8,12,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000100,2.606152296
"_blad/0/_geo_xyz/8,12,1",FLIGHT,,False,4,4,,-0.019303493,0.040788271,-0.000166667,-0.036444586
"_blad/0/_geo_xyz/8,12,2",FLIGHT,,False,4,4,,-0.183870941,-0.078385696,-0.001833333,-0.332876652
"_blad/0/_geo_xyz/8,13,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999999,2.606152296
"_blad/0/_geo_xyz/8,13,1",FLIGHT,,False,4,4,,-0.039597452,0.054001708,0.000000000,-0.078991935
"_blad/0/_geo_xyz/8,13,2",FLIGHT,,False,4,4,,-0.186935693,-0.084165409,-0.002083333,-0.343710154
"_blad/0/_geo_xyz/8,14,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,14,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,14,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,15,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,15,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,15,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,16,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,16,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,16,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,17,0",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,17,1",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,17,2",FLIGHT,,False,1,4,,0.000000000,0.000000000,0.000000000,0.000000000
"_blad/0/_geo_xyz/8,2,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999794,2.606152296
"_blad/0/_geo_xyz/8,2,1",FLIGHT,,False,4,4,,-0.054185018,0.045867492,0.000333333,-0.203186557
"_blad/0/_geo_xyz/8,2,2",FLIGHT,,False,4,4,,-0.135088027,-0.041858971,-0.001250000,-0.178157106
"_blad/0/_geo_xyz/8,3,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999746,2.606152296
"_blad/0/_geo_xyz/8,3,1",FLIGHT,,False,4,4,,-0.036471508,0.016833082,0.000416667,-0.191328287
"_blad/0/_geo_xyz/8,3,2",FLIGHT,,False,4,4,,-0.084046118,0.010800342,0.000000000,0.031088963
"_blad/0/_geo_xyz/8,4,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999746,2.606152296
"_blad/0/_geo_xyz/8,4,1",FLIGHT,,False,4,4,,0.002035517,-0.026368286,0.000416667,-0.084143654
"_blad/0/_geo_xyz/8,4,2",FLIGHT,,False,4,4,,-0.017561592,0.078132667,0.001666667,0.350707173
"_blad/0/_geo_xyz/8,5,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999884,2.606152296
"_blad/0/_geo_xyz/8,5,1",FLIGHT,,False,4,4,,0.063065000,-0.100352012,0.000189394,0.082907878
"_blad/0/_geo_xyz/8,5,2",FLIGHT,,False,4,4,,0.061489999,0.173240066,0.004166667,0.704674363
"_blad/0/_geo_xyz/8,6,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999999,2.606152296
"_blad/0/_geo_xyz/8,6,1",FLIGHT,,False,4,4,,0.118792355,-0.162005126,0.000000000,0.236975804
"_blad/0/_geo_xyz/8,6,2",FLIGHT,,False,4,4,,0.133673772,0.252496243,0.006250001,1.031130433
"_blad/0/_geo_xyz/8,7,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.039999999,2.606152296
"_blad/0/_geo_xyz/8,7,1",FLIGHT,,False,4,4,,0.118792355,-0.162005126,0.000000000,0.236975804
"_blad/0/_geo_xyz/8,7,2",FLIGHT,,False,4,4,,0.133673772,0.252496243,0.006250001,1.031130433
"_blad/0/_geo_xyz/8,8,0",FLIGHT,,False,4,4,,1.000000000,1.319999933,0.040000115,2.606152296
"_blad/0/_geo_xyz/8,8,1",FLIGHT,,False,4,4,,0.090484612,-0.115654819,-0.000189394,0.180829525
"_blad/0/_geo_xyz/8,8,2",FLIGHT,,False,4,4,,0.047943980,0.163421571,0.004166667,0.682169914
